Emotion,Comment
sadness,When my dog died.
disgust,"During a movie in which I saw the effect of white settlers in  
Africa."
guilt,"Leaving a friend of mine alone at a dance - I felt I should have  
kept her company."
fear,"Fear - paralysing - that I would not be accepted by the God who I  
believed to be there because I was ""morally bankrupt"" (before  
becoming a Christian and realising that that was why Christ came to  
free us from sin and to forgive us)."
anger,"At my father's treatment of my mother, at his disregard for her,  
and not being committed to her."
sadness,"At a lack of love of my father for my mum, sadness for him more  
than anyone else because he does not realise how much love and  
happiness there could be between them, and is, and how much he is  
damaging himself apart from mum."
disgust,"At what I was capable of of selfishly using others for sexual  
encounters, while I held a vision of having a deepening  
above-board (you know, ""girl next door"") devotion to a girl in my  
head. My drives and actions did not match this so consequently I  
felt disgusted at my failure."
shame,"At using other people, because of sexual experience that was  
using another to the detriment of both. Anxiety that I may have  
affected another for the worst."
guilt,"For the above: guilt at not living up to my own moral  
expectation, guilt for not being the type of person my patents  
wanted, guilt for just about bloody everything, just realising  
that I have failed drastically in my own eyes."
fear,"I was rock-climbing and absailing & felt OK, but suddenly as I  
was going over the cliff I was hit by fear - I couldn't go on  
absailing down the cliff and had to be actually hauled back up  
it."
sadness,"My sister won a scholarship to Norway and it was particularly as  
she walked across the tarmac to get on the plane and she looked  
back at us."
disgust,"I work part-time as a shop-assistant and a customer spoke to me  
very loudly about an Indian man & white woman with children - how  
horrible that was and would I want to have little dark children."
shame,"My mother told my uncle who is a Roman Catholic Priest  
(Redemptist Father) that I had been living in a de-facto  
relationship for three years. He was very, very angry at me."
joy,"I received a wedding invitation from an ex-flatmate, enclosed was  
a small note that overcame a lot of the differences that had  
arisen between us due to the circumstances in which she left the  
flat."
fear,"One afternoon, helping at home on the property, I was  
(mustering) getting in cattle and a bull turned and came for me."
anger,"Getting a terrible exam mark, which I couldn't understand the  
reason for, and trying to see a lecturer or tutor, but being  
given the runaround."
disgust,"Coming home one night - my sister was home, and had been drinking  
heavily and started picking arguments."
fear,"When I am travelling by car and have to meet an oncoming car  
while overtaking."
anger,When a close relative is treated badly.
sadness,When a close friend died.
anger,"When my father's new fiancee treats me like a child.  She does  
not trust me and constantly misunderstands me.  I get  
particularly angry when she says nasty things about my boyfriend  
with whom she works."
fear,"When I think of death - not my own but that of my parents,  
brothers and sisters."
anger,"My parents did not approve my choice of a boyfriend (now an  
ex-boyfriend).  He happened to be 13 years older than me and he  
was considered completely unsuitable for me.  IDIOT."
disgust,"When my uncle comes (3 times a year) for the traditional  
Christmas dinner with my grandparents and other relatives and is  
very drunk."
joy,"I met my present boyfriend on a boat trip to England.  We had  
said that we would call each other when we got back to Sweden (we  
were not going to the same town in England).  As soon as I walked  
in he called from England as he could not wait till he came  
home."
fear,When my mother's heart nearly stopped.
anger,"There was a sofa in my flat which belonged to the old tenants who  
were acquaintances.  It should have been picked up a year ago but  
they had postponed it.  Eventually they decided on one date and I  
stayed at home despite the fact that I had other things to do.   
They did not come, nor did they call and they still have not got  
in touch with me."
