Emotion,Comment
1,"I was rock-climbing and absailing & felt OK, but suddenly as I  
was going over the cliff I was hit by fear - I couldn't go on  
absailing down the cliff and had to be actually hauled back up  
it."
3,"My sister won a scholarship to Norway and it was particularly as  
she walked across the tarmac to get on the plane and she looked  
back at us."
4,"I work part-time as a shop-assistant and a customer spoke to me  
very loudly about an Indian man & white woman with children - how  
horrible that was and would I want to have little dark children."
5,"My mother told my uncle who is a Roman Catholic Priest  
(Redemptist Father) that I had been living in a de-facto  
relationship for three years. He was very, very angry at me."
0,"I received a wedding invitation from an ex-flatmate, enclosed was  
a small note that overcame a lot of the differences that had  
arisen between us due to the circumstances in which she left the  
flat."
1,"One afternoon, helping at home on the property, I was  
(mustering) getting in cattle and a bull turned and came for me."
2,"Getting a terrible exam mark, which I couldn't understand the  
reason for, and trying to see a lecturer or tutor, but being  
given the runaround."
4,"Coming home one night - my sister was home, and had been drinking  
heavily and started picking arguments."
1,"When I am travelling by car and have to meet an oncoming car  
while overtaking."
2,When a close relative is treated badly.
3,When a close friend died.
2,"When my father's new fiancee treats me like a child.  She does  
not trust me and constantly misunderstands me.  I get  
particularly angry when she says nasty things about my boyfriend  
with whom she works."
1,"When I think of death - not my own but that of my parents,  
brothers and sisters."
2,"My parents did not approve my choice of a boyfriend (now an  
ex-boyfriend).  He happened to be 13 years older than me and he  
was considered completely unsuitable for me.  IDIOT."
4,"When my uncle comes (3 times a year) for the traditional  
Christmas dinner with my grandparents and other relatives and is  
very drunk."
0,"I met my present boyfriend on a boat trip to England.  We had  
said that we would call each other when we got back to Sweden (we  
were not going to the same town in England).  As soon as I walked  
in he called from England as he could not wait till he came  
home."
1,When my mother's heart nearly stopped.
2,"There was a sofa in my flat which belonged to the old tenants who  
were acquaintances.  It should have been picked up a year ago but  
they had postponed it.  Eventually they decided on one date and I  
stayed at home despite the fact that I had other things to do.   
They did not come, nor did they call and they still have not got  
in touch with me."
4,"Very intoxicated men who incite each other to fight.   I met a  
vile smelling man on the tram who got closer and closer to me  
till I got up, then he got angry."
6,"When my nephew asked me to tell him a story and I simply did not  
have the energy or the will.  When I saw his disappointment I was  
terribly guilty and read a story to him after all."
0,When I fell in love.
1,"Earlier, I was afraid of speaking in front of a crowd of people."
2,A girl I was with went off with another guy.
3,At set-backs.
1,"I woke up in the middle of the night as I had jumped and shouted  
with fear.  I thought that someone's cold hand or something  
similar had touched my hand.  I crept down under the covers and  
went back to sleep."
4,"When I was a young teenager (14)  my brother-in-law to be had  
made heavy advances to me.  I did not understand very well what  
it was all about but I reacted strongly and the feelings are  
still there."
6,"I broke off with my partner as I wanted him as a friend and not  
as a lover.  He reacted very violently and I felt guilty as I  
had made him so desperately unhappy."
0,I made dinner for some friends and they appreciated it very much.
1,I was nearly knocked down while I was cycling.
6,I said nasty things which I did not mean to a friend.
0,After intercourse.
1,Disappointment over a friend.
2,Quarrelled with my younger brother.
3,When I woke up after a nightmare.
4,Helping older people on the toilet.
6,Squeezed the puppy in the door.
1,"Motor failure on a boat outside Gottenburg when we were in heavy   
seas and the wind was strong.  As we could not steer the boat we  
drifted towards the rocks.  We did not succeed in attracting the  
attention of any passerby until 4 hours had elapsed."
